ko,name
"D01211","Leucovorin calcium"
"D04715","Levoleucovorin calcium"
"D11555","Calcium levofolinate hydrate"
"D11394","Sodium levofolinate"
"D00018","Ascorbic acid"
"D02122","Tetracycline hydrochloride"
"D00307","Doxycycline"
"D02129","Doxycycline hyclate"
"D03903","Doxycycline calcium"
"D00850","Minocycline hydrochloride"
"D00290","Demeclocycline hydrochloride"
"D01053","Penicillin G potassium"
"D05408","Penicillin G sodium"
"D10791","Nusinersen sodium"
"D11559","Onasemnogene abeparvovec"
"D11406","Risdiplam"
"D02112","Heparin sodium"
"D00327","Fluoxymesterone"
"D00408","Methyltestosterone"
"D00958","Testosterone enanthate"
"D00287","Cyclophosphamide"
"D00583","Thiotepa"
"D02115","Methotrexate sodium"
"D01155","Gemcitabine hydrochloride"
"D01223","Capecitabine"
"D01068","Vinblastine sulfate"
"D00491","Paclitaxel"
"D07866","Docetaxel"
"D02165","Docetaxel"
"D01275","Doxorubicin hydrochloride"
"D02214","Epirubicin hydrochloride"
"D04645","Ixabepilone"
"D10372","Palbociclib"
"D10979","Ribociclib succinate"
"D10688","Abemaciclib"
"D02714","Everolimus"
"D04024","Lapatinib ditosylate"
"D10898","Neratinib maleate"
"D11141","Tucatinib"
"D11011","Alpelisib"
"D03257","Trastuzumab"
"D05446","Pertuzumab"
"D09980","Trastuzumab emtansine"
"D10574","Pembrolizumab"
"D10773","Atezolizumab"
"D11529","Trastuzumab deruxtecan"
"D09730","Olaparib"
"D10733","Talazoparib tosylate"
"D08914","Eribulin mesylate"
"D11934","Pertuzumab, trastuzumab and hyaluronidase"
"D00573","Goserelin acetate"
"D00966","Tamoxifen citrate"
"D00967","Toremifene citrate"
"D01161","Fulvestrant"
"D00960","Anastrozole"
"D00964","Letrozole"
"D00963","Exemestane"
"D04071","Estrogens, esterified"
"D10446","Margetuximab"
"D10985","Sacituzumab govitecan"
"D11068","Letrozole and ribociclib"
"D11560","Trastuzumab and hyaluronidase"
"D00288","Dacarbazine"
"D09996","Vemurafenib"
"D10104","Dabrafenib mesylate"
"D11053","Encorafenib"
"D10176","Trametinib dimethyl sulfoxide"
"D10615","Cobimetinib fumarate"
"D10604","Binimetinib"
"D04603","Ipilimumab"
"D10316","Nivolumab"
"D09966","Talimogene laherparepvec"
"D02745","Interferon alfa-2b"
"D02748","Peginterferon alfa-2b"
"D00748","Aldesleukin"
"D00266","Chlorambucil"
"D00254","Carmustine"
"D00363","Lomustine"
"D02197","Vincristine sulfate"
"D02177","Bleomycin sulfate"
"D00478","Procarbazine hydrochloride"
"D09587","Brentuximab vedotin"
"D02312","Methylene blue"
"D11928","Setmelanotide acetate"
"D02176","Levocarnitine"
"D02030","Levocarnitine chloride"
"D02461","Penicillin G procaine"
"D05029","Midostaurin"
"D03353","Dalteparin sodium"
"D03213","Apixaban"
"D00926","Vancomycin hydrochloride"
"D00128","Bacitracin"
"D01990","Clindamycin palmitate hydrochloride"
"D02132","Clindamycin hydrochloride"
"D00249","Calcitonin salmon"
"D00314","Etidronate disodium"
"D00941","Pamidronate disodium"
"D00939","Alendronate sodium"
"D00942","Risedronate sodium"
"D03234","Sodium risedronate hydrate"
"D01968","Zoledronic acid"
"D11570","Risedronate sodium monohydrate"
"D00747","Interferon gamma-1b"
"D03230","Insulin human"
"D04477","Insulin lispro"
"D04475","Insulin aspart"
"D04540","Insulin glulisine"
"D03250","Insulin glargine"
"D04539","Insulin detemir"
"D09727","Insulin degludec"
"D05595","Pramlintide acetate"
"D11359","Dasiglucagon"
"D00423","Ribavirin"
"D02737","Palivizumab"
"D03207","Alglucosidase alfa"
"D01010","Levothyroxine sodium"
"D00351","Ketoconazole"
"D00587","Sulfadiazine"
"D00676","Sumatriptan succinate"
"D00180","Alprostadil"
"D00142","Methotrexate"
"D00161","Mercaptopurine"
"D03546","Clofarabine"
"D02698","Teniposide"
"D01264","Daunorubicin hydrochloride"
"D02166","Mitoxantrone hydrochloride"
"D01441","Imatinib mesylate"
"D06414","Dasatinib"
"D09951","Ponatinib hydrochloride"
"D09325","Blinatumomab"
"D08933","Inotuzumab ozogamicin"
"D02997","Asparaginase"
"D05387","Pegaspargase"
"D11386","Tisagenlecleucel-T"
"D01633","Enocitabine"
"D10096","Calaspargase pegol"
"D00584","Fluorouracil"
"D11108","Cemiplimab"
"D09992","Vismodegib"
"D10729","Sonidegib phosphate"
"D01370","Cladribine"
"D09932","Moxetumomab pasudotox"
"D00155","Pentostatin"
"D00983","Triamcinolone acetonide"
"D00292","Dexamethasone"
"D00978","Hydrocortisone sodium succinate"
"D00981","Prednisolone sodium phosphate"
"D00473","Prednisone"
"D00751","Methylprednisolone sodium succinate"
"D11708","Givosiran sodium"
"D00789","Chlorpromazine hydrochloride"
"D10192","Recombinant adsorbed quadrivalent human papillomavirus virus-like particle vaccine"
"D02168","Topotecan hydrochloride"
"D06409","Bevacizumab"
"D00214","Dactinomycin"
"D10699","Cholic acid"
"D00285","Co-Trimoxazole"
"D00236","Atovaquone"
"D00834","Pentamidine isethionate"
"D00540","Glycopyrrolate"
"D08699","Salmeterol xinafoate and fluticasone propionate"
"D02212","Ipratropium bromide"
"D00685","Metaproterenol sulfate"
"D00688","Terbutaline sulfate"
"D00687","Salmeterol xinafoate"
"D01373","Formoterol fumarate"
"D05277","Formoterol fumarate hydrate"
"D09319","Indacaterol maleate"
"D10020","Olodaterol hydrochloride"
"D09595","Budesonide and formoterol fumarate dihydrate"
"D10501","Fluticasone furoate and vilanterol trifenatate"
"D10256","Albuterol sulfate and ipratropium bromide"
"D10533","Umeclidinium bromide and vilanterol"
"D10505","Glycopyrronium bromide and indacaterol maleate"
"D10744","Tiotropium and olodaterol"
"D11036","Glycopyrrolate and formoterol"
"D11035","Fluticasone furoate, umeclidinium bromide and vilanterol"
"D01929","Tiotropium bromide hydrate"
"D08837","Aclidinium bromide"
"D10181","Umeclidinium bromide"
"D10978","Revefenacin"
"D05429","Aminophylline hydrate"
"D10297","Theophylline and dextrose"
"D05744","Roflumilast"
"D00221","Acetylcysteine"
"D02981","Arformoterol tartrate"
"D11630","Aminophylline dihydrate"
"D11857","Aclidinium bromide and formoterol fumarate"
"D08357","Phenothrin"
"D05443","Permethrin"
"D01381","Crotamiton"
"D03308","Iobenguane I 131"
"D11034","Insulin glargine and lixisenatide"
"D11567","Insulin degludec and liraglutide"
"D00944","Metformin hydrochloride"
"D00336","Glyburide"
"D00271","Chlorpropamide"
"D00380","Tolbutamide"
"D00379","Tolazamide"
"D00335","Glipizide"
"D00593","Glimepiride"
"D10265","Glipizide and metformin hydrochloride"
"D10266","Glyburide and metformin hydrochloride"
"D10244","Metformin hydrochloride and rosiglitazone maleate"
"D09744","Pioglitazone hydrochloride and metformin hydrochloride"
"D09848","Pioglitazone hydrochloride and glimepiride tablets"
"D10261","Metformin hydrochloride and sitagliptin phosphate"
"D10159","Alogliptin benzoate and pioglitazone hydrochloride"
"D10263","Metformin hydrochloride and saxagliptin hydrochloride"
"D10264","Linagliptin and metformin hydrochloride"
"D10253","Alogliptin benzoate and metformin hydrochloride"
"D10500","Metformin hydrochloride and repaglinide"
"D10586","Dapagliflozin and metformin"
"D10587","Canagliflozin and metformin"
"D10588","Empagliflozin and linagliptin"
"D10752","Empagliflozin and metformin"
"D10826","Saxagliptin and dapagliflozin"
"D11067","Ertugliflozin and metformin"
"D11066","Ertugliflozin and sitagliptin"
"D00216","Acarbose"
"D00625","Miglitol"
"D00596","Rosiglitazone maleate"
"D00945","Pioglitazone hydrochloride"
"D06645","Sitagliptin phosphate"
"D06553","Alogliptin benzoate"
"D09566","Linagliptin"
"D09756","Teneligliptin hydrobromide hydrate"
"D04121","Exenatide"
"D06404","Liraglutide"
"D09729","Lixisenatide"
"D08843","Albiglutide"
"D09889","Dulaglutide"
"D10025","Semaglutide"
"D09763","Dapagliflozin propanediol"
"D09592","Canagliflozin"
"D10459","Empagliflozin"
"D11043","Ertugliflozin pidolate"
"D00594","Repaglinide"
"D01111","Nateglinide"
"D03582","Colesevelam hydrochloride"
"D09780","Anagliptin"
"D10160","Mitiglinide calcium hydrate and voglibose"
"D10179","Trelagliptin succinate"
"D10317","Omarigliptin"
"D11711","Dapagliflozin, metformin and saxagliptin"
"D11856","Empagliflozin, linagliptin and metformin hydrochloride"
"D00578","Voriconazole"
"D00168","Cytarabine"
"D02009","Erythromycin lactobionate"
"D01251","Ampicillin hydrate"
"D00229","Amoxicillin"
"D00914","Cefuroxime axetil"
"D00915","Cefuroxime sodium"
"D07640","Cefixime"
"D02216","Ciprofloxacin hydrochloride"
"D03940","Eculizumab"
"D11757","Inebilizumab"
"D11079","Satralizumab"
"D00975","Dexamethasone sodium phosphate"
"D00088","Hydrocortisone"
"D00472","Prednisolone"
"D03471","Chlorothiazide sodium"
"D00272","Chlorthalidone"
"D00431","Metolazone"
"D00247","Bumetanide"
"D00313","Ethacrynic acid"
"D00443","Spironolactone"
"D10270","Spironolactone and hydrochlorothiazide"
"D00407","Methylprednisolone"
"D00146","Corticotropin"
"D04492","Icatibant acetate"
"D03931","Ecallantide"
"D10845","Conestat alfa"
"D11094","Lanadelumab"
"D00289","Danazol"
"D11674","Berotralstat hydrochloride"
"D01350","Streptomycin sulfate"
"D04499","Idursulfase"
"D10915","Cannabidiol"
"D09315","Canakinumab"
"D00973","Cortisone acetate"
"D02185","Chloramphenicol sodium succinate"
"D02274","Dantrolene sodium"
"D03455","Cetuximab"
"D00341","Hydroxyurea"
"D06504","Rabies vaccine"
"D00049","Niacin"
"D00434","Simvastatin"
"D00359","Lovastatin"
"D00893","Pravastatin sodium"
"D00892","Fluvastatin sodium"
"D02258","Atorvastatin calcium"
"D11095","Atorvastatin calcium propylene glycol solvate"
"D01862","Pitavastatin calcium"
"D00334","Gemfibrozil"
"D00565","Fenofibrate"
"D08890","Choline fenofibrate"
"D02690","Cholestyramine resin"
"D02113","Colestipol hydrochloride"
"D01966","Ezetimibe"
"D10557","Evolocumab"
"D10335","Alirocumab"
"D10292","Niacin and lovastatin"
"D10257","Ezetimibe and simvastatin"
"D08488","Amlodipine besilate and atorvastatin calcium"
"D11092","Pitavastatin magnesium"
"D11579","Fenofibric acid"
"D00109","Aspirin"
"D05597","Prasugrel hydrochloride"
"D00515","Nitroglycerin"
"D00516","Isosorbide dinitrate"
"D00630","Isosorbide mononitrate"
"D05700","Ranolazine"
"D00616","Diltiazem hydrochloride"
"D00483","Propranolol hydrochloride"
"D00432","Nadolol"
"D00601","Metoprolol tartrate"
"D00235","Atenolol"
"D00615","Amlodipine besylate"
"D00437","Nifedipine"
"D00619","Verapamil hydrochloride"
"D00517","Amyl nitrite"
"D06347","Yellow fever vaccine"
"D06199","Trabectedin"
"D05380","Pazopanib hydrochloride"
"D09939","Olaratumab"
"D11485","Tazemetostat hydrobromide"
"D00368","Mebendazole"
"D07085","Bendamustine hydrochloride"
"D02994","Rituximab"
"D08971","Plerixafor"
"D00979","Methylprednisolone acetate"
"D00854","Quinupristin and dalfopristin"
"D05866","Sodium oxybate"
"D02074","Amphetamine sulfate"
"D02078","Dextroamphetamine sulfate"
"D01296","Methylphenidate hydrochloride"
"D01832","Modafinil"
"D03215","Armodafinil"
"D11328","Solriamfetol hydrochloride"
"D11490","Pitolisant hydrochloride"
"D10497","Pasireotide diaspartate"
"D10566","Pasireotide pamoate"
"D11062","Osilodrostat phosphate"
"D05868","Sodium phenylbutyrate"
"D00294","Diazoxide"
"D02500","Imiquimod"
"D09393","Ingenol mebutate"
"D11691","Tirbanibulin"
"D02908","Aminolevulinic acid hydrochloride"
"D00203","Amphotericin B"
"D02060","Potassium chloride"
"D00518","Dichlorphenamide"
"D04670","Laronidase"
"D11926","Lumasiran sodium"
"D04872","Mechlorethamine hydrochloride"
"D09761","Mogamulizumab"
"D03106","Bexarotene"
"D06320","Vorinostat"
"D06637","Romidepsin"
"D03682","Denileukin diftitox"
"D09574","Aflibercept"
"D05697","Ranibizumab"
"D00122","Calcifediol"
"D03505","Cinacalcet hydrochloride"
"D01009","Doxercalciferol"
"D10677","Etelcalcetide hydrochloride"
"D00989","Leuprolide acetate"
"D06248","Triptorelin pamoate"
"D02116","Histrelin acetate"
"D01637","Betamethasone dipropionate"
"D00129","Calcitriol"
"D00233","Anthralin"
"D00139","Methoxsalen"
"D01125","Calcipotriene"
"D10198","Calcipotriol hydrate"
"D01132","Tazarotene"
"D10534","Calcipotriene and betamethasone dipropionate"
"D11932","Halobetasol and tazarotene"
"D02754","Acitretin"
"D03697","Desoximetasone"
"D04409","Halobetasol propionate"
"D01272","Clobetasol propionate"
"D09783","Tofacitinib citrate"
"D08860","Apremilast"
"D00742","Etanercept"
"D02598","Infliximab"
"D02597","Adalimumab"
"D09214","Ustekinumab"
"D09967","Secukinumab"
"D10061","Brodalumab"
"D10071","Ixekizumab"
"D10438","Guselkumab"
"D10400","Tildrakizumab"
"D11052","Risankizumab"
"D00184","Cyclosporine"
"D10223","Ibrutinib"
"D10893","Acalabrutinib"
"D11422","Zanubrutinib"
"D03150","Bortezomib"
"D04687","Lenalidomide"
"D11880","Brexucabtagene autoleucel"
"D03020","Imiglucerase"
"D09029","Velaglucerase alfa"
"D09675","Taliglucerase alfa"
"D05032","Miglustat"
"D09894","Eliglustat tartrate"
"D09314","Ofatumumab"
"D04554","Interferon beta-1a"
"D00746","Interferon beta-1b"
"D10483","Peginterferon beta-1a"
"D04318","Glatiramer acetate"
"D06886","Natalizumab"
"D04187","Fingolimod hydrochloride"
"D10172","Teriflunomide"
"D02802","Alemtuzumab"
"D05218","Ocrelizumab"
"D10967","Ozanimod hydrochloride"
"D11072","Siponimod fumarate"
"D03639","Daclizumab"
"D03846","Dimethyl fumarate"
"D00241","Baclofen"
"D04127","Dalfampridine"
"D11154","Diroximel fumarate"
"D11215","Ponesimod"
"D11492","Monomethyl fumarate"
"D00295","Cimetidine"
"D03503","Cimetidine hydrochloride"
"D00673","Ranitidine hydrochloride"
"D00318","Famotidine"
"D00440","Nizatidine"
"D00455","Omeprazole"
"D05259","Omeprazole magnesium"
"D02593","Pantoprazole sodium"
"D00355","Lansoprazole"
"D00724","Rabeprazole sodium"
"D01984","Esomeprazole magnesium"
"D04056","Esomeprazole sodium"
"D10120","Esomeprazole strontium"
"D11114","Esomeprazole magnesium dihydrate"
"D08903","Dexlansoprazole"
"D05008","Metoclopramide hydrochloride"
"D11706","Omeprazole and sodium bicarbonate"
"D00804","Ivermectin"
"D00360","Lindane"
"D00534","Malathion"
"D00077","Benzyl alcohol"
"D09384","Spinosad"
"D10687","Abametapir"
"D00947","Linezolid"
"D07486","Azithromycin"
"D02134","Azithromycin hydrate"
"D11054","Ravulizumab"
"D00490","Oxymetholone"
"D09960","Ruxolitinib phosphate"
"D11296","Fedratinib hydrochloride"
"D10024","Selumetinib sulfate"
"D11008","Voretigene neparvovec"
"D00405","Methyldopa"
"D00604","Clonidine hydrochloride"
"D00606","Guanfacine hydrochloride"
"D00611","Mecamylamine hydrochloride"
"D00609","Prazosin hydrochloride"
"D00608","Doxazosin mesylate"
"D01302","Hydralazine hydrochloride"
"D00418","Minoxidil"
"D10267","Methyldopa and hydrochlorothiazide"
"D10591","Clonidine and chlorthalidone"
"D00340","Hydrochlorothiazide"
"D00519","Chlorothiazide"
"D00656","Methyclothiazide"
"D00345","Indapamide"
"D00331","Furosemide"
"D00382","Torsemide"
"D01115","Eplerenone"
"D10269","Hydrochlorothiazide and triamterene"
"D10271","Amiloride hydrochloride and hydrochlorothiazide"
"D00507","Phenoxybenzamine hydrochloride"
"D00513","Pindolol"
"D00635","Metoprolol succinate"
"D00597","Acebutolol hydrochloride"
"D00598","Betaxolol hydrochloride"
"D00634","Bisoprolol fumarate"
"D00644","Esmolol hydrochloride"
"D06622","Nebivolol hydrochloride"
"D00600","Labetalol hydrochloride"
"D00255","Carvedilol"
"D03415","Carvedilol phosphate"
"D10274","Propranolol hydrochloride and hydrochlorothiazide"
"D10272","Nadolol and bendroflumethiazide"
"D10273","Metoprolol and hydrochlorothiazide"
"D10275","Bisoprolol fumarate and hydrochlorothiazide"
"D10592","Atenolol and chlorthalidone"
"D11881","Amlodipine benzoate"
"D00319","Felodipine"
"D00349","Isradipine"
"D00617","Nicardipine hydrochloride"
"D00618","Nisoldipine"
"D08892","Clevidipine"
"D11705","Amlodipine and celecoxib"
"D00251","Captopril"
"D00621","Enalapril maleate"
"D00362","Lisinopril"
"D00624","Perindopril erbumine"
"D00421","Ramipril"
"D00459","Quinapril hydrochloride"
"D00620","Benazepril hydrochloride"
"D00622","Fosinopril sodium"
"D00383","Trandolapril"
"D00623","Moexipril hydrochloride"
"D10276","Captopril and hydrochlorothiazide"
"D10277","Enalapril maleate and hydrochlorothiazide"
"D10268","Hydrochlorothiazide and lisinopril"
"D10278","Quinapril hydrochloride and hydrochlorothiazide"
"D10279","Benazepril hydrochloride and hydrochlorothiazide"
"D10280","Fosinopril and hydrochlorothiazide"
"D10281","Moexipril hydrochloride and hydrochlorothiazide"
"D11581","Perindopril and amlodipine"
"D10282","Trandolapril and verapamil hydrochloride"
"D00357","Losartan potassium"
"D02082","Eprosartan mesylate"
"D00400","Valsartan"
"D00523","Irbesartan"
"D00626","Candesartan cilexetil"
"D00627","Telmisartan"
"D01204","Olmesartan medoxomil"
"D08067","Azilsartan medoxomil"
"D08865","Azilsartan kamedoxomil"
"D07895","Losartan potassium and hydrochlorothiazide"
"D10283","Eprosartan mesylate and hydrochlorothiazide"
"D09197","Valsartan and hydrochlorothiazide"
"D10249","Irbesartan and hydrochlorothiazide"
"D09196","Candesartan cilexetil and hydrochlorothiazide"
"D09219","Telmisartan and hydrochlorothiazide"
"D10284","Olmesartan medoxomil and hydrochlorothiazide"
"D10589","Azilsartan medoxomil and chlorthalidone"
"D09745","Valsartan and amlodipine besilate"
"D10285","Amlodipine besylate and olmesartan medoxomil"
"D09743","Telmisartan and amlodipine besilate"
"D10286","Amlodipine, valsartan and hydrochlorothiazide"
"D10288","Olmesartan medoxomil, amlodipine besylate and hydrochlorothiazide"
"D11388","Nebivolol and valsartan"
"D06412","Aliskiren fumarate"
"D10289","Aliskiren hemifumarate and hydrochlorothiazide"
"D03769","Enalaprilat"
"D04997","Methyldopate hydrochloride"
"D11069","Amlodipine and benazepril"
"D11585","Terazosin hydrochloride anhydrous"
"D11723","Levamlodipine maleate"
"D05589","Pralatrexate"
"D08870","Belinostat"
"D00350","Itraconazole"
"D00419","Misoprostol"
"D00446","Sucralfate"
"D00481","Propantheline bromide"
"D00719","Hyoscyamine sulfate"
"D10247","Chlordiazepoxide hydrochloride and clidinium bromide"
"D11575","Ibuprofen and famotidine"
"D11576","Naproxen and esomeprazole magnesium"
"D00715","Methscopolamine bromide"
"D11138","Larotrectinib sulfate"
"D10926","Entrectinib"
"D10476","Lusutrombopag"
"D10307","Avatrombopag maleate"
"D07445","Amfetamine"
"D02242","Methamphetamine hydrochloride"
"D04999","Methylphenidate"
"D02574","Atomoxetine hydrochloride"
"D03721","Dexmethylphenidate hydrochloride"
"D04747","Lisdexamfetamine dimesylate"
"D11624","Amphetamine aspartate, amphetamine sulfate, dextroamphetamine saccharate and dextroamphetamine sulfate"
"D11989","Serdexmethylphenidate and dexmethylphenidate"
"D00871","Sulfacetamide sodium"
"D00501","Pentoxifylline"
"D02121","Ceftibuten hydrate"
"D11571","Cefdinir monohydrate"
"D01628","Cefditoren pivoxil"
"D00276","Clarithromycin"
"D00140","Erythromycin"
"D01361","Erythromycin ethylsuccinate"
"D02184","Erythromycin stearate"
"D02157","Penicillin G benzathine"
"D00901","Rimantadine hydrochloride"
"D00902","Zanamivir"
"D00900","Oseltamivir phosphate"
"D03829","Peramivir"
"D11021","Baloxavir marboxil"
"D00777","Amantadine hydrochloride"
"D00134","Albendazole"
"D00693","Chlordiazepoxide hydrochloride"
"D00131","Disulfiram"
"D02780","Acamprosate calcium"
"D05113","Naltrexone"
"D02095","Naltrexone hydrochloride"
"D00222","Acyclovir"
"D02764","Acyclovir sodium"
"D05407","Penciclovir"
"D00333","Ganciclovir"
"D00317","Famciclovir"
"D00398","Valacyclovir hydrochloride"
"D00579","Foscarnet sodium"
"D00391","Trifluridine"
"D11627","Acyclovir and hydrochortisone"
"D01748","Isoxsuprine hydrochloride"
"D01426","Tinidazole"
"D02486","Nitazoxanide"
"D01108","Magnesium sulfate"
"D00141","Indomethacin"
"D00118","Naproxen"
"D00970","Naproxen sodium"
"D00567","Celecoxib"
"D03441","Certolizumab pegol"
"D04358","Golimumab"
"D00169","Meclofenamate sodium"
"D05349","Pancrelipase"
"D09669","Siltuximab"
"D00780","Bromocriptine mesylate"
"D05394","Pegvisomant"
"D06495","Octreotide acetate"
"D04666","Lanreotide acetate"
"D00562","Propylthiouracil"
"D00401","Methimazole"
"D00701","Phenobarbital sodium"
"D02259","Sodium iodide I 131"
"D09394","Fidaxomicin"
"D10453","Bezlotoxumab"
"D03684","Denosumab"
"D03231","Epoetin alfa"
"D03651","Darbepoetin alfa"
"D09998","Epoetin beta pegol"
"D11004","Vestronidase alfa"
"D10643","Isavuconazonium sulfate"
"D07364","Triclabendazole"
"D00416","Miconazole"
"D00882","Miconazole nitrate"
"D00282","Clotrimazole"
"D00202","Nystatin"
"D00322","Fluconazole"
"D00323","Flucytosine"
"D00880","Butoconazole nitrate"
"D00888","Terconazole"
"D02555","Posaconazole"
"D02501","Caspofungin acetate"
"D02465","Micafungin sodium"
"D03211","Anidulafungin"
"D11601","Tafasitamab"
"D10761","Polatuzumab vedotin"
"D11990","Lisocabtagene maraleucel"
"D00106","Epoprostenol"
"D01337","Epoprostenol sodium"
"D02721","Iloprost"
"D06213","Treprostinil"
"D10430","Treprostinil diolamine"
"D09994","Selexipag"
"D01227","Bosentan"
"D07077","Ambrisentan"
"D10135","Macitentan"
"D09572","Riociguat"
"D08514","Sildenafil"
"D02229","Sildenafil citrate"
"D02008","Tadalafil"
"D00074","Nitric oxide"
"D00471","Praziquantel"
"D09680","Teprotumumab"
"D11077","Pegvaliase"
"D01798","Sapropterin dihydrochloride"
"D02272","Quinidine sulfate"
