ko,name
"D00638","Flecainide acetate"
"D02531","Bacitracin zinc, neomycin sulfate and polymixin B sulfate"
"D11097","Polymyxin B sulfate and bacitracin zinc"
"D00990","Nafarelin acetate"
"D00448","Sulfasalazine"
"D03203","Abatacept"
"D02596","Tocilizumab"
"D00463","Oxaprozin"
"D04148","Fenfluramine hydrochloride"
"D05928","Stiripentol"
"D02195","Mupirocin calcium"
"D01430","Tiopronin"
"D06272","Sorafenib tosylate"
"D10137","Regorafenib hydrate"
"D10095","Cabozantinib s-malate"
"D09920","Lenvatinib mesylate"
"D09371","Ramucirumab"
"D00107","Tacrolimus"
"D00752","Mycophenolate mofetil"
"D05095","Mycophenolate sodium"
"D00753","Sirolimus"
"D03222","Belatacept"
"D03058","Basiliximab"
"D00238","Azathioprine"
"D06087","Testosterone undecanoate"
"D10469","Simeprevir sodium"
"D10105","Daclatasvir dihydrochloride"
"D10366","Sofosbuvir"
"D10578","Ledipasvir and sofosbuvir"
"D10582","Dasabuvir, ombitasvir, paritaprevir and ritonavir"
"D10745","Ombitasvir, paritaprevir and ritonavir"
"D10778","Elbasvir and grazoprevir"
"D10827","Sofosbuvir and velpatasvir"
"D10900","Sofosbuvir, velpatasvir and voxilaprevir"
"D11014","Glecaprevir and pibrentasvir"
"D02747","Peginterferon alfa-2a"
"D11878","Bulevirtide acetate"
"D00224","Allopurinol"
"D01206","Febuxostat"
"D11175","Lesinurad and allopurinol"
"D00475","Probenecid"
"D09921","Lesinurad"
"D00570","Colchicine"
"D09316","Pegloticase"
"D11574","Probenecid and colchicine"
"D09673","Tafamidis"
"D09674","Tafamidis meglumine"
"D10794","Patisiran sodium"
"D10941","Inotersen sodium"
"D00246","Budesonide"
"D00689","Beclomethasone dipropionate"
"D00690","Mometasone furoate"
"D01708","Fluticasone propionate"
"D06315","Fluticasone furoate"
"D10354","Dupilumab"
"D00324","Flunisolide"
"D01703","Ciclesonide"
"D10295","Mometasone furoate and formoterol fumarate"
"D00371","Theophylline"
"D00411","Zafirlukast"
"D00529","Montelukast sodium"
"D05251","Omalizumab"
"D08985","Reslizumab"
"D04923","Mepolizumab"
"D09874","Benralizumab"
"D00414","Zileuton"
"D03671","Deflazacort"
"D09900","Eteplirsen"
"D11707","Golodirsen"
"D11528","Viltolarsen"
"D11988","Casimersen"
"D11417","Pemigatinib"
"D02815","Alitretinoin"
"D06503","Pemetrexed sodium hydrate"
"D00063","Tobramycin"
"D03896","Dornase alfa"
"D09916","Ivacaftor"
"D10685","Lumacaftor and ivacaftor"
"D11042","Tezacaftor and ivacaftor"
"D11700","Elexacaftor, ivacaftor and tezacaftor"
"D05870","Sodium phosphate P 32"
"D06407","Vandetanib"
"D11713","Selpercatinib"
"D01413","Estradiol valerate"
"D10452","Cabazitaxel acetonate"
"D02398","Estramustine phosphate sodium"
"D06397","Estramustine phosphate sodium hydrate"
"D00586","Flutamide"
"D00965","Nilutamide"
"D00961","Bicalutamide"
"D10218","Enzalutamide"
"D11040","Apalutamide"
"D11045","Darolutamide"
"D09400","Degarelix acetate"
"D09701","Abiraterone acetate"
"D06644","Sipuleucel-T"
"D10398","Radium Ra 223 dichloride"
"D10888","Relugolix"
"D02094","Thiamine hydrochloride"
"D00015","Glutamine"
"D11480","Crizanlizumab"
"D11330","Voxelotor"
"D03327","Porfimer sodium"
"D00343","Ifosfamide"
"D00125","Etoposide"
"D04107","Etoposide phosphate"
"D00275","Cisplatin"
"D05578","Potassium citrate"
"D00985","Triamcinolone hexacetonide"
"D02114","Hydroxychloroquine sulfate"
"D08083","Vedolizumab"
"D02200","Pilocarpine hydrochloride"
"D00661","Cevimeline hydrochloride"
"D00769","Clopidogrel bisulfate"
"D09017","Ticagrelor"
"D03361","Cangrelor tetrasodium"
"D09766","Vorapaxar sulfate"
"D05721","Reteplase"
"D05206","Norepinephrine bitartrate"
"D00633","Dopamine hydrochloride"
"D10127","Glycerol phenylbutyrate"
"D10205","Sodium phenylacetate and sodium benzoate"
"D10468","Cysteamine bitartrate"
"D03635","Cysteamine hydrochloride"
"D00105","Estradiol"
"D01203","Sodium bicarbonate"
"D00353","Lamivudine"
"D01982","Tenofovir disoproxil fumarate"
"D01655","Adefovir dipivoxil"
"D04008","Entecavir"
"D06675","Telbivudine"
"D10605","Tenofovir alafenamide fumarate"
"D04431","Hepatitis B immune globulin"
"D00592","Dapsone"
"D02697","Valrubicin"
"D00208","Mitomycin"
"D10927","Erdafitinib"
"D10817","Avelumab"
"D11525","Enfortumab vedotin"
"D06408","Zinc acetate"
"D00736","Trientine hydrochloride"
"D00496","Penicillamine"
"D11780","Fosdenopterin hydrobromide"
"D00487","Pyridostigmine bromide"
"D00994","Edrophonium chloride"
"D01162","Verteporfin"
"D05386","Pegaptanib sodium"
"D11083","Brolucizumab"
"D00943","Sodium fluoride"
"D05919","Stannous fluoride"
"D08736","Sodium fluoride and phosphoric acid"
"D10579","Conjugated estrogens and bazedoxifene acetate"
"D09187","Estradiol and levonorgestrel"
"D02217","Raloxifene hydrochloride"
"D06078","Teriparatide"
"D10885","Abaloparatide"
"D04486","Ibandronate sodium"
"D10841","Alendronic acid and colecalciferol"
"D10156","Romosozumab"
"D11701","Luspatercept"
"D05428","Pentosan polysulfate sodium"
"D01043","Dimethyl sulfoxide"
"D10003","Hemin"
"D10808","Durvalumab"
"D11644","Lurbinectedin"
"D11987","Trilaciclib dihydrochloride"
"D01935","Vinorelbine tartrate"
"D01977","Gefitinib"
"D04023","Erlotinib hydrochloride"
"D09733","Afatinib dimaleate"
"D10766","Osimertinib mesylate"
"D10514","Dacomitinib"
"D09731","Crizotinib"
"D10551","Ceritinib"
"D10450","Alectinib hydrochloride"
"D10866","Brigatinib"
"D11012","Lorlatinib"
"D10891","Capmatinib hydrochloride"
"D11073","Tepotinib hydrochloride"
"D10018","Necitumumab"
"D11712","Pralsetinib"
"D01028","Ticlopidine hydrochloride"
"D03978","Eltrombopag olamine"
"D01136","Tranexamic acid"
"D08797","Freeze-dried human blood-coagulation factor IX"
"D10821","Emicizumab"
"D02235","Desmopressin acetate"
"D02958","Antihemophilic factor"
"D00220","Acetohydroxamic acid"
"D00924","Ceftriaxone sodium"
"D01157","Cefepime hydrochloride"
"D00240","Aztreonam"
"D11621","Imipenem, cilastatin and relebactam"
"D00145","Trimethoprim"
"D11085","Trimethoprim hydrochloride"
"D00588","Levofloxacin"
"D00439","Nitrofurantoin"
"D04768","Lonafarnib"
"D01277","Droxidopa"
"D02004","Apomorphine hydrochloride"
"D00059","Levodopa"
"D00253","Carbidopa hydrate and levodopa"
"D10293","Carbidopa, levodopa and entacapone"
"D00784","Ropinirole hydrochloride"
"D00559","Pramipexole dihydrochloride"
"D05768","Rotigotine"
"D00785","Selegiline hydrochloride"
"D02562","Rasagiline mesylate"
"D10191","Safinamide mesylate"
"D00786","Tolcapone"
"D00781","Entacapone"
"D10825","Opicapone"
"D04641","Istradefylline"
"D08969","Pimavanserin tartrate"
"D00558","Carbidopa"
"D00987","Cabergoline"
"D08858","Antithrombin alfa"
"D06271","Vaccinia immune globulin"
"D00136","Haloperidol"
"D08035","Haloperidol lactate"
"D00560","Pimozide"
"D00749","Leflunomide"
"D10308","Baricitinib"
"D11048","Upadacitinib hydrate"
"D02934","Anakinra"
"D10161","Sarilumab"
"D11091","Diclofenac sodium and misoprostol"
"D00127","Piroxicam"
"D00968","Fenoprofen calcium"
"D00330","Flurbiprofen"
"D00237","Auranofin"
"D00428","Salsalate"
"D01808","Lobenzarit sodium"
"D02691","Somatropin"
"D11194","Somapacitan"
"D08575","Tetrabenazine"
"D10701","Deutetrabenazine"
"D10559","Dinutuximab"
"D06482","Thyroid"
"D08776","Pneumococcus vaccine"
"D10455","Pneumococcal 13-valent conjugate vaccine"
"D06109","Thioguanine"
"D01747","Idarubicin hydrochloride"
"D10800","Gilteritinib fumarate"
"D03259","Gemtuzumab ozogamicin"
"D11107","Glasdegib maleate"
"D02106","Arsenic trioxide"
"D10679","Venetoclax"
"D11044","Enasidenib mesylate"
"D11090","Ivosidenib"
"D11390","Daunorubicin and cytarabine"
"D05803","Sargramostim"
"D00248","Busulfan"
"D06413","Nilotinib hydrochloride hydrate"
"D09728","Bosutinib hydrate"
"D08956","Omacetaxine mepesuccinate"
"D00075","Testosterone"
"D00957","Testosterone cypionate"
"D00775","Riluzole"
"D01552","Edaravone"
"D00409","Metronidazole"
"D07353","Secnidazole"
"D11472","Remdesivir"
"D00670","Donepezil hydrochloride"
"D03822","Rivastigmine"
"D02558","Rivastigmine tartrate"
"D02173","Galantamine hydrobromide"
"D04905","Memantine hydrochloride"
"D11387","Memantine and donepezil"
"D00488","Pyrimethamine"
"D00186","Ciprofloxacin"
"D00874","Moxifloxacin hydrochloride"
"D05384","Pegademase bovine"
"D11017","Elapegademase"
"D01907","Fludarabine phosphate"
"D10560","Idelalisib"
"D10555","Duvelisib"
"D09321","Obinutuzumab"
"D04489","Ibritumomab tiuxetan"
"D11393","Rituximab and hyaluronidase"
"D00209","Griseofulvin"
"D00881","Econazole nitrate"
"D00886","Sulconazole nitrate"
"D00885","Oxiconazole nitrate"
"D01980","Luliconazole"
"D10021","Efinaconazole"
"D10300","Clotrimazole and betamethasone"
"D03488","Ciclopirox"
"D01364","Ciclopirox olamine"
"D02219","Terbinafine hydrochloride"
"D10169","Tavaborole"
"D05134","Nelarabine"
"D09974","Telotristat ethyl"
"D00709","Levetiracetam"
"D00420","Mitotane"
"D11334","Afamelanotide acetate"
"D02085","Milrinone lactate"
"D00614","Sodium nitroprusside"
"D03297","Mecasermin"
"D02716","Pregabalin"
"D01179","Duloxetine hydrochloride"
"D10396","Nintedanib esylate"
"D01583","Pirfenidone"
"D00669","Diphenhydramine hydrochloride"
"D00814","Doxepin hydrochloride"
"D01310","Secobarbital sodium"
"D00311","Estazolam"
"D00387","Triazolam"
"D00370","Temazepam"
"D00457","Quazepam"
"D00706","Zolpidem tartrate"
"D00530","Zaleplon"
"D02624","Eszopiclone"
"D02689","Ramelteon"
"D10082","Suvorexant"
"D11022","Lemborexant"
"D00162","Aminosalicylic acid"
"D00877","Cycloserine"
"D00211","Rifampin"
"D00879","Rifapentine"
"D00135","Capreomycin sulfate"
"D00346","Isoniazid"
"D11578","Rifampin and isoniazid"
"D00591","Ethionamide"
"D00144","Pyrazinamide"
"D00878","Ethambutol hydrochloride"
"D10210","Rifampin, isoniazid and pyrazinamide"
"D03063","BCG vaccine"
"D06466","Freeze-dried BCG vaccine (for percutaneous use)"
"D00787","Trihexyphenidyl hydrochloride"
"D02246","Biperiden hydrochloride"
"D02247","Biperiden lactate"
"D01118","Profenamine hydrochloride"
"D00778","Benztropine mesylate"
"D07523","Betaine"
"D00252","Carbamazepine"
"D10377","Sebelipase alfa"
"D00304","Divalproex sodium"
"D00354","Lamotrigine"
"D01939","Ziprasidone hydrochloride"
"D04820","Lurasidone hydrochloride"
"D02340","Loxapine"
"D00454","Olanzapine"
"D00458","Quetiapine fumarate"
"D02995","Asenapine maleate"
"D00801","Lithium carbonate"
"D00426","Risperidone"
"D01164","Aripiprazole"
"D10516","Aripiprazole hydrate"
"D09876","Cariprazine hydrochloride"
"D00823","Fluoxetine hydrochloride"
"D10206","Olanzapine and fluoxetine hydrochloride"
"D10333","Elosulfase alfa"
"D03065","Becaplermin"
"D10199","Tapentadol hydrochloride"
"D00165","Hydrocortisone acetate"
"D00377","Mesalamine"
"D00727","Olsalazine sodium"
"D02715","Balsalazide disodium"
"D10246","Omeprazole, clarithromycin and amoxicillin"
"D08774","Amoxicillin hydrate, clarithromycin and lansoprazole"
"D10245","Bismuth subcitrate, tetracycline and metronidazole"
"D11858","Omeprazole magnesium, amoxicillin and rifabutin"
"D00293","Diazepam"
"D00694","Clorazepate dipotassium"
"D00225","Alprazolam"
"D00702","Buspirone hydrochloride"
"D05374","Paroxetine hydrochloride"
"D05375","Paroxetine mesylate"
"D02567","Escitalopram oxalate"
"D00821","Venlafaxine hydrochloride"
"D10294","Perphenazine and amitriptyline hydrochloride"
"D00811","Clomipramine hydrochloride"
"D00825","Sertraline hydrochloride"
"D00824","Fluvoxamine maleate"
"D11895","Niraparib tosilate hydrate"
"D05782","Sacrosidase"
"D10813","Cerliponase alfa"
"D10193","Live attenuated human rota virus vaccine, oral"
"D10211","Rotavirus vaccine, live, oral, pentavalent"
"D00951","Medroxyprogesterone acetate"
"D09336","Elagolix sodium"
"D03925","Freeze-dried diphtheria antitoxin, equine"
"D01915","Rosuvastatin calcium"
"D01892","Icosapent ethyl"
"D05255","Omega-3-acid ethyl esters"
"D00783","Botulinum toxin type A"
"D02735","Rimabotulinumtoxin B"
"D08957","Onabotulinumtoxin A"
"D10012","Incobotulinumtoxin A"
"D05364","Parathyroid hormone (human)"
"D11557","Tecovirimat monohydrate"
"D06606","Ibuprofen lysine"
"D06053","Teduglutide"
"D05725","Riboflavin 5'-phosphate sodium"
"D00280","Clonazepam"
"D02260","Paroxetine hydrochloride hemihydrate"
"D07130","Carglumic acid"
"D05706","Raxibacumab"
"D10776","Obiltoxaximab"
"D00734","Ursodiol"
"D09360","Obeticholic acid"
"D02784","Agalsidase alfa"
"D03228","Agalsidase beta"
"D05031","Migalastat hydrochloride"
"D00930","Paricalcitol"
"D01619","Hydrocortisone butyrate"
"D05815","Selenium sulfide"
"D00535","Vigabatrin"
"D03235","Filgrastim"
"D06889","Pegfilgrastim"
"D00163","Chenodiol"
"D00094","Tretinoin"
"D01112","Adapalene"
"D11225","Trifarotene"
"D11084","Clindamycin phosphate and tretinoin"
"D10792","Adapalene and benzoyl peroxide"
"D03093","Benzoyl peroxide"
"D10602","Clindamycin phosphate and benzoyl peroxide"
"D11646","Benzoyl peroxide and erythromycin"
"D01073","Clindamycin phosphate"
"D10590","Norgestimate and ethinyl estradiol"
"D10667","Sarecycline hydrochloride"
"D11451","Clascoterone"
"D10374","Lifitegrast"
"D04478","Hydroxypropyl cellulose"
"D00754","Thalidomide"
"D06565","Galsulfase"
"D03731","Selegiline"
"D10309","Brexpiprazole"
"D00812","Desipramine hydrochloride"
"D00815","Imipramine hydrochloride"
"D08071","Imipramine pamoate"
"D02408","Trimipramine maleate"
"D00809","Amitriptyline hydrochloride"
"D00816","Nortriptyline hydrochloride"
"D00484","Protriptyline hydrochloride"
"D00228","Amoxapine"
"D00818","Maprotiline hydrochloride"
"D00822","Citalopram hydrobromide"
"D02580","Isocarboxazid"
"D00826","Tranylcypromine sulfate"
"D00820","Trazodone hydrochloride"
"D00819","Nefazodone hydrochloride"
"D00563","Mirtazapine"
"D00817","Bupropion hydrochloride"
"D07938","Bupropion hydrobromide"
"D07793","Desvenlafaxine"
"D02570","Desvenlafaxine succinate"
"D09699","Vilazodone hydrochloride"
"D10185","Vortioxetine hydrobromide"
"D10133","Levomilnacipran hydrochloride"
"D11619","Desvenlafaxine succinate anhydrous"
"D11120","Emapalumab"
"D05775","Rufinamide"
"D00537","Topiramate"
"D01253","Clobazam"
"D00148","Phytonadione"
"D05529","Podofilox"
"D08997","Sinecatechins"
"D04301","Ganciclovir sodium"
"D00273","Cidofovir"
"D03256","Valganciclovir hydrochloride"
"D10801","Letermovir"
"D00717","Dicyclomine hydrochloride"
"D02829","Alosetron hydrochloride"
"D04790","Lubiprostone"
"D09355","Linaclotide"
"D09948","Plecanatide"
"D11653","Tenapanor hydrochloride"
"D10403","Eluxadoline"
"D05084","Moxidectin"
"D05177","Nitisinone"
"D09985","Uridine triacetate"
"D02125","Chloroquine phosphate"
"D02126","Primaquine phosphate"
"D10670","Tafenoquine succinate"
"D02472","Atovaquone and proguanil hydrochloride"
"D02262","Quinine sulfate"
"D00831","Mefloquine hydrochloride"
"D02482","Artesunate"
"D02484","Artemether and lumefantrine"
"D02494","Miltefosine"
"D10843","Alipogene tiparvovec"
"D06284","Varicella-zoster immune globulin"
"D00332","Gabapentin"
"D09539","Gabapentin enacarbil"
"D08990","Romiplostim"
"D09348","Fostamatinib disodium"
"D05723","Rho(D) immune globulin"
"D05014","Metreleptin"
"D03021","Azacitidine"
"D03665","Decitabine"
"D11848","Decitabine and cedazuridine"
"D11967","Daratumumab and hyaluronidase"
"D09873","Bedaquiline fumarate"
"D10722","Pretomanid"
"D01063","Gentamicin sulfate"
"D02119","Ampicillin sodium"
"D00905","Cefazolin sodium"
"D00344","Imipenem and cilastatin sodium"
"D01080","Daptomycin"
"D00793","Fluphenazine decanoate"
"D00503","Perphenazine"
"D00479","Prochlorperazine maleate"
"D00799","Trifluoperazine hydrochloride"
"D00798","Thioridazine hydrochloride"
"D01898","Haloperidol decanoate"
"D00796","Molindone hydrochloride"
"D02100","Ziprasidone mesylate"
"D00374","Thiothixene"
"D00794","Loxapine succinate"
"D00283","Clozapine"
"D06623","Olanzapine pamoate"
"D11769","Asenapine"
"D10364","Aripiprazole lauroxil"
"D05339","Paliperidone"
"D05340","Paliperidone palmitate"
"D11170","Lumateperone tosylate"
"D00833","Nifurtimox"
"D08946","Mipomersen sodium"
"D09638","Lomitapide mesylate"
"D10691","Bempedoic acid"
"D11794","Bempedoic acid and ezetimibe"
"D11753","Evinacumab"
"D00868","Paromomycin sulfate"
"D10798","Copanlisib hydrochloride hydrate"
"D11323","Umbralisib tosylate"
"D02920","Ammonium lactate"
"D00986","Fludrocortisone acetate"
"D01093","Butenafine hydrochloride"
"D04197","Floxuridine"
"D10526","Trifluridine and tipiracil hydrochloride"
"D01061","Irinotecan hydrochloride"
"D01790","Oxaliplatin"
"D05350","Panitumumab"
"D10228","Amifampridine"
"D10689","Amifampridine phosphate"
"D11626","Guanidine hydrochloride"
"D06402","Sunitinib malate"
"D11279","Avapritinib"
"D11353","Ripretinib"
"D00369","Melphalan"
"D01363","Carboplatin"
"D10982","Rucaparib camsylate"
"D02841","Altretamine"
"D03696","Desonide"
"D05480","Pimecrolimus"
"D10873","Crisaborole"
"D00672","Hydroxyzine hydrochloride"
"D01096","Hydroxyzine pamoate"
"D00480","Promethazine hydrochloride"
"D00666","Clemastine fumarate"
"D06390","Azithromycin"
"D00659","Azelastine hydrochloride"
"D01192","Olopatadine hydrochloride"
"D10252","Fexofenadine hydrochloride and pseudoephedrine hydrochloride"
"D10850","Desloratadine and pseudoephedrine sulfate"
"D01336","Carbinoxamine maleate"
"D00668","Dexchlorpheniramine maleate"
"D08118","Levocetirizine dihydrochloride"
"D02234","Cyproheptadine hydrochloride"
"D00671","Fexofenadine hydrochloride"
"D03693","Desloratadine"
"D11572","Beclomethasone dipropionate monohydrate"
"D11656","Azelastine hydrochloride and fluticasone propionate"
"D03068","Belimumab"
"D09033","Voclosporin"
"D10913","Burosumab"
"D06067","Temozolomide"
"D05932","Streptozocin"
"D11033","Lutetium (177Lu) oxodotreotide"
"D11875","Ansuvimab"
"D11922","Atoltivimab, maftivimab and odesivimab"
"D10595","Asfotase alfa"
"D06068","Temsirolimus"
"D03218","Axitinib"
"D01160","Saquinavir mesylate"
"D00897","Indinavir sulfate"
"D00427","Ritonavir"
"D00899","Nelfinavir mesylate"
"D03835","Fosamprenavir calcium"
"D01276","Atazanavir sulfate"
"D08605","Tipranavir"
"D06478","Darunavir ethanolate"
"D00413","Zidovudine"
"D00296","Didanosine"
"D00445","Stavudine"
"D00891","Abacavir sulfate"
"D01199","Emtricitabine"
"D00435","Nevirapine"
"D00895","Delavirdine mesylate"
"D00896","Efavirenz"
"D04112","Etravirine"
"D09958","Rilpivirine hydrochloride"
"D10624","Doravirine"
"D07133","Raltegravir potassium"
"D06677","Elvitegravir"
"D10113","Dolutegravir sodium"
"D07507","Zidovudine and lamivudine"
"D08775","Abacavir sulfate and lamivudine"
"D02297","Emtricitabine and tenofovir disoproxil"
"D10838","Abacavir, lamivudine and zidovudine"
"D11521","Lamivudine, nevirapine and zidovudine"
"D10851","Efavirenz, emtricitabine and tenofovir disoproxil"
"D10571","Rilpivirine hydrochloride, tenofovir disoproxil fumarate and emtricitabine"
"D10756","Elvitegravir, cobicistat, emtricitabine and tenofovir disoproxil"
"D02498","Lopinavir and ritonavir"
"D11392","Efavirenz, lamivudine and tenofovir disoproxil fumarate"
"D11395","Lamivudine and tenofovir disoproxil"
"D10600","Dolutegravir, abacavir and lamivudine"
"D10832","Darunavir and cobicistat"
"D10753","Atazanavir and cobicistat"
"D10835","Emtricitabine and tenofovir alafenamide"
"D10755","Elvitegravir, cobicistat, emtricitabine and tenofovir alafenamide"
"D10836","Emtricitabine, rilpivirine and tenofovir alafenamide"
"D11039","Bictegravir, emtricitabine and tenofovir alafenamide"
"D11282","Dolutegravir sodium and rilpivirine hydrochloride"
"D11382","Darunavir, cobicistat, emtricitabine and tenofovir alafenamide"
"D11396","Doravirine, lamivudine and tenofovir disoproxil"
"D11522","Dolutegravir and lamivudine"
"D02499","Enfuvirtide"
"D06670","Maraviroc"
"D09575","Ibalizumab"
"D10708","Fostemsavir tromethamine"
"D09881","Cobicistat"
"D11966","Cabotegravir and rilpivirine"
"D11160","Caplacizumab"
"D08173","Melphalan hydrochloride"
"D09337","Elotuzumab"
"D10777","Daratumumab"
"D11050","Isatuximab"
"D11595","Belantamab mafodotin"
"D08880","Carfilzomib"
"D10131","Ixazomib citrate"
"D10019","Panobinostat lactate"
"D11222","Selinexor"
"D08976","Pomalidomide"
"D11870","Melphalan flufenamide hydrochloride"
"D10299","Nystatin and triamcinolone acetonide"
"D02554","Rifaximin"
"D06635","Rilonacept"
"D00378","Timolol"
"D00603","Timolol maleate"
"D00599","Carteolol hydrochloride"
"D02076","Brimonidine tartrate"
"D02193","Echothiophate iodide"
"D00218","Acetazolamide"
"D01196","Acetazolamide sodium"
"D00653","Dorzolamide hydrochloride"
"D00652","Brinzolamide"
"D00655","Methazolamide"
"D10854","Brinzolamide and brimonidine tartrate"
"D01025","Levobunolol hydrochloride"
"D02374","Metipranolol"
"D08493","Dorzolamide hydrochloride and timolol maleate"
"D10298","Brimonidine tartrate and timolol maleate"
"D00356","Latanoprost"
"D01452","Isopropyl unoprostone"
"D02724","Bimatoprost"
"D01964","Travoprost"
"D06274","Tafluprost"
"D10441","Latanoprostene bunod"
"D11558","Netarsudil and latanoprost"
"D11031","Netarsudil mesylate"
"D11416","Naxitamab"
"D00095","Epinephrine"
"D08011","Gatifloxacin"
"D00589","Gatifloxacin"
"D08872","Besifloxacin hydrochloride"
"D11086","Polymyxin B and trimethoprim"
"D11618","Moxifloxacin hydrochloride monohydrate"
